PACKAGE_NAME,RISK_LEVEL,PROB_MALICIOUS
rootly__backstage-plugin-1.2.2,MEDIUM,0.04924
roots__bud-emotion-6.24.0,LOW,0.0
roots__bud-minify-6.24.0,LOW,0.0
roots__bud-solid-6.24.0,LOW,0.0
roseys__styler-0.0.39,MEDIUM,0.14077
rosid-handler-js-13.0.2,LOW,0.04871
rosid-handler-js-next-2.0.0,LOW,0.0
roto__bridge-1.1.4,LOW,0.03254
route-json-0.0.3,MEDIUM,0.14197
rox-base-6.0.8,LOW,0.00049
rox-browser-6.0.8,LOW,0.00017
rox-config-fetcher-6.0.8,LOW,0.02707
rox-node-6.0.8,MEDIUM,0.05913
rox-react-native-6.0.8,MEDIUM,0.0637
rox-ssr-6.0.8,LOW,0.0004
rsbuild__plugin-mdx-1.1.0,LOW,0.00013
rsksmart__rsk-utils-2.0.5,LOW,0.0
rsocket-composite-metadata-1.0.0-alpha.3,LOW,0.0445
rsocket-messaging-1.0.0-alpha.3,LOW,0.04847
rsyncjs-0.0.12,MEDIUM,0.23453
rtarojs__plugin-uglifyjs-1.11.50,LOW,0.04871
rtl-css-js-1.16.1,LOW,0.04716
rturnq__solid-router-0.3.0,LOW,0.04871
rules-runner-1.2.1,LOW,0.04871
runes-0.4.3,LOW,0.02362
runes2-1.1.4,LOW,0.01078
runforcover-0.0.2,LOW,0.04871
runok-0.9.3,LOW,0.0
rusting-js-0.1.15,MEDIUM,0.13557
rx-lean-js-core-0.6.1,LOW,0.0444
rxjs-compat-6.6.7,LOW,0.04647
ryanatkn__belt-0.37.2,LOW,0.0
s-libs__js-core-20.2.0,LOW,0.01123
s-ui__js-2.38.0,LOW,0.03409
saashub__qoq-eslint-v9-js-2.0.0,LOW,0.0
saashub__qoq-eslint-v9-js-jest-2.0.0,LOW,0.04871
saashub__qoq-eslint-v9-js-jest-rtl-2.0.0,LOW,0.04871
saashub__qoq-eslint-v9-js-react-2.0.0,LOW,0.04871
saashub__qoq-eslint-v9-js-react-compiler-2.0.0,LOW,0.04871
saashub__qoq-eslint-v9-js-vitest-2.0.0,LOW,0.04871
saashub__qoq-eslint-v9-js-vitest-rtl-2.0.0,LOW,0.04871
sae-framework-0.20.23,MEDIUM,0.0489
sagold__json-pointer-7.2.0,LOW,0.04871
sails-js-types-0.5.1,LOW,0.04871
sails-js-util-0.5.1,LOW,0.04871
saito-js-0.2.168,LOW,0.03159
saito-wasm-0.2.168,MEDIUM,0.05141
sakura-js-1.1.1,LOW,0.01183
salaku__js-sdk-1.3.1,LOW,0.0
salesforce__apex-node-8.3.8,LOW,0.01043
salesforce__apex-node-bundle-8.2.8,LOW,0.04774
salesforce__code-analyzer-retirejs-engine-0.28.0,MEDIUM,0.04932
salesforce__templates-65.1.1,LOW,0.00726
salsa-payroll__salsa-js-0.1.6,LOW,0.00845
saml2-js-4.0.4,LOW,0.00296
samsara-js-sdk-0.0.7,LOW,0.0
samsung-tv-control-1.14.0,LOW,0.00198
samvyo-js-sdk-2.0.29,MEDIUM,0.05953
sanitize-object-0.1.0,LOW,0.04871
sanity-typed__groq-js-3.0.2,LOW,0.04871
sass-embedded-all-unknown-1.93.3,LOW,0.01352
sass-embedded-unknown-all-1.93.3,LOW,0.01352
sass-extract-js-0.4.0,LOW,0.03458
sass-variables-loader-0.1.3,LOW,0.04871
sass-vars-to-js-loader-2.1.1,MEDIUM,0.04899
sass3js-1.0.9,LOW,0.04871
sass__types-1.94.2,LOW,0.0
saucelabs__visual-0.16.0,HIGH,0.40325
savks__js-container-3.0.0,LOW,0.04871
savo__js-utils-0.3.1,LOW,0.00816
scale-color-perceptual-1.1.2,LOW,0.04871
scalecube__browser-0.2.11,MEDIUM,0.14266
scalecube__cluster-browser-0.2.11,LOW,0.0487
scalecube__node-0.2.11,LOW,0.04742
scalecube__routers-0.2.11,LOW,0.04871
scalecube__rsocket-adapter-0.2.11,LOW,0.03602
scalecube__rsocket-ws-gateway-0.2.11,LOW,0.04871
scalecube__rsocket-ws-gateway-client-0.2.11,HIGH,0.24103
scalecube__scalecube-discovery-0.2.11,LOW,0.04871
scalecube__scalecube-microservice-0.2.11,LOW,0.04871
scalecube__transport-browser-0.2.11,LOW,0.04871
scalecube__transport-nodejs-0.2.11,MEDIUM,0.15328
scalecube__utils-0.2.11,LOW,0.04655
scanoss-0.27.0,LOW,0.0
sccbafe__sccba-js-api-2.0.55,LOW,0.00416
scheddev__sched-js-0.0.16,LOW,0.00107
schema-inspector-2.1.0,MEDIUM,0.04911
schematichq__schematic-js-1.2.10,LOW,0.02833
scichart-react-1.0.0,LOW,0.04866
scikitjs-1.24.0,HIGH,0.59459
scrypt-js-3.0.1,LOW,0.04699
scrypted__client-1.3.26,MEDIUM,0.05502
scslre-0.3.0,LOW,0.01502
scss-extract-js-0.1.0,LOW,0.04208
scte35-0.6.0,LOW,0.04714
sctg__sentencepiece-js-1.3.3,LOW,0.01685
sds-js-0.2.7,LOW,0.04871
seamless-immutable-7.1.4,LOW,0.03002
seamonster-studios__bs-js-cookie-0.16.0,LOW,0.04871
searoute-ts-1.2.1,LOW,0.02613
searpent__react-image-annotate-2.0.80,LOW,0.04741
see-threepio-1.4.5,MEDIUM,0.05303
seedao__sns-js-0.8.1,LOW,0.00515
segment__dependency-report-1.1.0,LOW,0.04871
segment__tsub-2.0.0,LOW,0.04494
selenium-cucumber-js-1.8.1,MEDIUM,0.06014
semcore__app-center-js-sdk-0.0.7,LOW,0.04871
semust-js-1.5.0,MEDIUM,0.14173
sencha__cmd-7.9.0,LOW,0.04593
sencha__cmd-linux-64-7.9.0,LOW,0.03533
sencha__eslint-plugin-extjs-7.9.0,MEDIUM,0.0526
sencha__ext-7.9.0,LOW,0.0
sencha__ext-gen-7.9.1,LOW,0.0
sencha__ext-modern-theme-base-7.9.0,LOW,0.0
sencha__reext-1.1.30,HIGH,1.0
sentence-extractor-1.0.7,LOW,0.04871
sentencepiece-js-1.1.0,MEDIUM,0.06828
sentinel-js-0.0.7,MEDIUM,0.05041
sentry__integrations-7.114.0,LOW,0.01291
sequencemedia__music-library-parser-1.1.161,LOW,0.01088
serenity-js-1.10.14,LOW,0.01369
serenity-js__assertions-3.36.1,LOW,0.0
serenity-js__console-reporter-3.36.1,LOW,0.00169
serenity-js__core-3.36.1,LOW,0.0
serenity-js__cucumber-3.36.1,LOW,0.0005
serenity-js__jasmine-3.36.1,LOW,0.00615
serenity-js__local-server-3.36.1,LOW,1e-05
serenity-js__mocha-3.36.1,LOW,0.01075
serenity-js__playwright-3.36.1,LOW,0.0
serenity-js__playwright-test-3.36.1,LOW,0.0
serenity-js__protractor-3.36.1,LOW,0.00224
serenity-js__rest-3.36.1,LOW,0.0
serenity-js__serenity-bdd-3.36.1,MEDIUM,0.07266
serenity-js__web-3.36.1,LOW,0.0
serenity-js__webdriverio-3.36.1,LOW,0.00809
serenity-js__webdriverio-8-3.36.1,LOW,0.00577
sergdudko__stripe-js-2.0.28,LOW,0.0
serialize-to-js-3.1.2,LOW,0.0
serialport-js-1.1.0,LOW,0.04871
seroval-1.4.0,MEDIUM,0.08258
seroval-plugins-1.4.0,MEDIUM,0.14172
serverless-guru__prettier-plugin-import-order-0.4.2,LOW,0.01088
serverless-kms-grants-1.1.0,LOW,0.04871
serverless-offline-schedule-1.0.4,LOW,0.04871
serverless-plugin-monorepo-0.11.0,LOW,0.04871
serverless-plugin-typescript-2.1.5,LOW,0.04871
serverless-plugin-typescript-express-1.0.8,LOW,0.01352
services-0.0.3,LOW,0.01352
setheum.js__api-3.3.2,LOW,0.01352
sha1-1.1.1,LOW,0.00151
sha256-universal-1.2.1,LOW,0.04871
sha512-universal-1.2.1,LOW,0.04871
shacl-engine-1.0.2,LOW,0.0486
shader-park-core-0.2.8,MEDIUM,0.18652
shadow-cljs-3.2.1,LOW,0.01513
sharp-bmp-0.1.5,LOW,0.04871
sharp-js-1.0.21,LOW,0.04871
sheknows__swagger-js-client-2.0.0,LOW,0.04871
shelex__allure-js-commons-browser-1.5.0,LOW,0.04871
shelf.network__js-sdk-12.9.0,LOW,0.01132
shellsubstitute-1.2.0,LOW,0.04871
shellwords-ts-3.0.1,LOW,0.03147
shlinkio__shlink-js-sdk-3.0.1,LOW,2e-05
shopify__admin-api-client-1.1.1,LOW,0.04562
shopify__graphql-client-1.4.1,LOW,0.04807
shopify__storefront-api-client-1.0.9,LOW,0.04576
shoutem__eslint-config-base-1.0.6,LOW,0.01352
shoutem__eslint-config-react-1.0.10,LOW,0.01352
shoutem__eslint-config-react-native-1.0.4,LOW,0.01352
show-js-error-4.1.2,LOW,0.01006
shriyanss__js-recon-1.2.1,LOW,0.02868
shyft-to__js-0.2.40,LOW,0.02686
side-channel-1.1.0,LOW,0.04871
side-channel-list-1.0.0,LOW,0.04871
side-channel-map-1.0.1,LOW,0.04871
side-channel-weakmap-1.0.2,LOW,0.04871
signalwire__core-4.3.1,MEDIUM,0.0492
signalwire__js-3.29.1,MEDIUM,0.08119
silkpay__silkpay-js-1.0.0,LOW,0.0
silvermine__eslint-config-3.2.1,LOW,0.04871
similar-js-1.0.4,LOW,0.04871
simonjb__rake-js-0.1.2,MEDIUM,0.04902
simple-breakpoints-1.1.3,LOW,0.04871
simple-crypto-js-3.0.1,MEDIUM,0.148
simple-csv-js-2.0.0,LOW,0.04871
simple-js-library-1.0.1,LOW,0.04871
simple-js-sha2-256-1.0.7,LOW,0.04871
simple-linalg-1.5.0,LOW,0.04624
simple-nano-wallet-js-0.1.5,LOW,0.00065
simple-parallax-js-6.3.3,LOW,0.04879
simple-random-number-generator-1.3.0,LOW,0.04871
simple-wcswidth-1.1.2,LOW,0.04871
simplenoise-1.0.1,LOW,0.04871
simplify-geojson-1.0.5,LOW,0.04871
simply-beautiful-1.0.1,LOW,0.00971
simplysm-types__core-js-reflect-5.0.29,LOW,0.01352
siriwave-2.4.0,LOW,0.04871
siu-js-app-launcher-1.0.7,LOW,0.01352
skilld__kaizen-breakpoints-2.0.0-beta.0,LOW,0.00017
skilltree__skills-client-js-3.6.2,HIGH,0.26406
sky-serein__js-utils-0.2.8,LOW,0.02022
skywalker-fe__skywalker-0.0.48,MEDIUM,0.07612
sl-istanbul-lib-instrument-6.0.7,LOW,0.0017
slate-md-serializer-5.5.4,LOW,0.04863
slf-debug-0.3.1,LOW,0.01088
slim-lang-loader-0.0.9,LOW,0.01352
slow-redact-0.3.2,LOW,0.0
smartwithfood__js-sdk-2.0.2,LOW,0.00044
smask-3.0.4,LOW,0.01088
smile-cdr__fhirts-2.3.0,LOW,0.0
smithy__md5-js-4.2.5,LOW,0.04871
smokenetwork__smoke-js-0.1.5,HIGH,0.96958
smuthyam__amazon-quicksight-embedding-sdk-2.6.2,MEDIUM,0.14381
sn-js-utils-0.1.7,MEDIUM,0.13915
snaplet__copycat-6.0.0,MEDIUM,0.04931
snapsheet-string-utils-1.0.3,LOW,0.04871
snce-frontend-utils-2.9.0,LOW,0.04871
snipkode__stack-5.1.4,LOW,4e-05
snowball-stemmer.jsx-0.2.3,MEDIUM,0.14181
snowball-stemmers-0.6.0,LOW,0.04871
socialgorithm__game-server-10.6.0,LOW,0.01483
socket.io-emitter-3.2.0,LOW,0.04871
socket.io-pm2-1.0.0,LOW,0.04871
socketregistry__packageurl-js-1.3.5,LOW,0.00261
soda-js-0.2.3,LOW,0.03082
soft-delete-plugin-mongoose-2.0.0,LOW,0.04871
softbrains__feathers-0.3.23,MEDIUM,0.04994
softwareatlas__blueprinted-diagram-js-15.5.0,LOW,0.04872
solana-mobile__mobile-wallet-adapter-protocol-web3js-2.2.5,LOW,0.0
solana__spl-account-compression-0.4.1,LOW,8e-05
solana__spl-memo-0.2.5,LOW,0.04871
solana__spl-stake-pool-1.1.8,MEDIUM,0.07804
solana__spl-token-0.4.14,MEDIUM,0.04904
solana__spl-token-group-0.0.7,LOW,0.04871
solana__spl-token-metadata-0.1.6,LOW,0.03172
solana__web3.js-1.98.4,HIGH,0.94131
solarpunkltd__swarm-chat-js-6.2.8,LOW,0.02146
solarpunkltd__swarm-comment-js-0.0.11,LOW,0.03298
soleo__google-maps-vitest-mocks-2.21.5,LOW,0.00167
solid-js-1.9.10,LOW,0.0
solid-js-tooltip-1.0.1,LOW,0.04788
solid-jsx-1.1.4,LOW,0.01088
solid-map-gl-1.13.0,LOW,0.03204
solid-maplibre-0.5.0,LOW,0.01026
solid-markdown-2.0.14,LOW,0.04871
solid-router-0.3.3,LOW,0.04871
solidjs-select-0.8.6,MEDIUM,0.04891
solido__atlante-js-0.4.7,MEDIUM,0.16488
solo-js-sdk-1.1.6,MEDIUM,0.12194
sonner-js-1.1.2,LOW,0.04871
soperio__core-1.0.24,LOW,0.04871
soperio__jsx-dev-runtime-1.0.24,LOW,0.04871
soperio__jsx-dev-runtime-server-0.2.132,LOW,0.01164
soperio__jsx-runtime-1.0.24,LOW,0.04871
soperio__react-1.0.24,LOW,0.04871
soperio__theming-1.0.25,LOW,0.03152
soperio__utils-1.0.27,LOW,0.04871
sortable-dnd-0.7.0,MEDIUM,0.13866
sorted-by-1.0.2,LOW,0.04871
soul-technology-labs__soul-hiu-js-1.0.4,LOW,0.0
soulofmischief__js-utils-0.22.4,LOW,0.04871
source-map-js-1.2.1,MEDIUM,0.05149
sourcemapped-stacktrace-1.1.11,LOW,0.00286
sourcemapped-stacktrace-node-2.1.8,LOW,0.0
sparing-software__prettier-config-1.0.0,LOW,0.01352
sparse-array-1.3.2,LOW,0.04871
spayd-3.0.4,MEDIUM,0.14196
specify-sh__sdk-0.4.2,HIGH,1.0
speckle__shared-2.26.8,LOW,0.02991
spectrum-vanilla-1.1.1,MEDIUM,0.12378
speechanddebate__nsda-js-utils-2.0.0,LOW,0.0
spf-2.4.0,LOW,0.01862
spiceai__spice-3.0.5,LOW,9e-05
spicypixel__core-kit-js-0.0.59,LOW,3e-05
spicypixel__unity-kit-js-0.0.61,LOW,0.04871
splitsoftware__splitio-react-2.6.0,LOW,0.03543
splitsoftware__splitio-redux-2.3.0,LOW,0.03868
sporks-1.0.1,LOW,0.0386
spotify-web-api-js-1.5.2,LOW,0.0
spotify__eslint-config-oss-1.0.2,LOW,0.00909
spotify__web-scripts-15.0.0,MEDIUM,0.04886
spreadsheet-export-0.0.109,MEDIUM,0.07652
springernature__global-details-2.0.0,LOW,0.01352
sprintf-js-1.1.3,LOW,0.04871
sqlite-gui-node-1.3.10,LOW,0.04514
sqliteai__sqlite-js-linux-x86_64-1.1.15,LOW,0.01352
sqliteai__sqlite-js-win32-x86_64-1.1.15,LOW,0.01352
squircle-js__react-1.2.18,LOW,0.04871
squirrelly-9.1.0,MEDIUM,0.05692
srs.js-0.1.0,LOW,0.04871
ss-comparator-1.0.1,LOW,0.04871
ss-js-agent-3.2.3,LOW,0.04226
ss-linked-list-1.1.5,MEDIUM,0.14204
ss-queue-1.0.5,MEDIUM,0.13834
ss-stack-1.0.8,MEDIUM,0.13876
ssdp-js-1.0.1,LOW,0.0
ssthouse__vue-tree-chart-0.6.8,LOW,0.0
ssthouse__vue3-tree-chart-0.2.6,MEDIUM,0.14268
ssut__nestjs-sqs-3.0.1,LOW,0.04871
stable-hash-0.0.6,LOW,0.04871
stable-hash-x-0.2.0,LOW,0.01352
stac-js-0.1.9,LOW,0.04355
stackend__api-1.4.93,MEDIUM,0.05209
stackframe-1.3.4,LOW,0.00577
stacktrace-js-2.0.2,LOW,0.0154
stagehand-1.0.1,LOW,0.04871
stan-builder-0.22.0,LOW,0.00028
starcoin__starcoin-2.3.7,MEDIUM,0.19625
starshipjs-4.0.0-alpha.1,LOW,0.0
startbahn__startrail-sdk-js-1.36.0,HIGH,0.27701
stateinator-1.3.1,LOW,0.04871
static-js-yaml-1.0.0,LOW,0.00068
statsig-node-cloudflare-kv-1.2.2,LOW,0.01088
statsig-node-vercel-0.7.0,LOW,0.01088
statsig__js-client-3.30.0,LOW,0.00211
std-env-3.10.0,LOW,0.04871
std-uritemplate__std-uritemplate-2.0.8,LOW,0.04871
steedos__webapp-3.0.0-beta.131,LOW,0.0
stellar__stellar-xdr-json-23.0.0,LOW,0.01375
stencil-community__eslint-plugin-0.10.0,LOW,0.04139
stencil__eslint-plugin-1.1.0,LOW,0.04774
stickearn__stickfront-1.4.13,LOW,0.0
stickythead-1.0.4,LOW,0.04871
stitches-native-0.4.0,LOW,0.01315
stitches__core-1.2.8,LOW,0.04243
stitches__react-1.2.8,LOW,0.04246
stitches__styled-9.0.0-alpha.8,LOW,0.04871
stixview-2.2.0,LOW,0.00569
storage-encryption-1.0.16,LOW,0.04871
storage-memory-0.0.2,LOW,0.04871
stories-react-1.1.2,LOW,0.04545
storyblok__js-4.4.1,LOW,0.00795
storyblok__js-client-7.0.1,LOW,0.04582
storybook-addon-faker__addon-0.5.4,LOW,0.04871
stratumn__canonicaljson-1.0.3,LOW,0.02633
stream-analytics-3.4.4,LOW,0.0
stream-chat-9.26.0,LOW,0.00287
stream-io__logger-2.0.0,LOW,0.04871
stream-io__state-store-1.1.6,LOW,0.04871
stream-io__worker-timer-1.2.5,LOW,0.04871
stream-js-0.5.1,LOW,0.04871
stream-serializer-1.1.2,LOW,0.04871
strfy-js-3.0.1,LOW,0.01088
stricahq__typhonjs-3.0.1,MEDIUM,0.07399
stringify2stream-1.1.0,LOW,0.04871
stripe__react-stripe-js-5.4.0,LOW,0.0
stripe__stripe-js-8.5.2,LOW,3e-05
stroncium__procfs-1.2.1,LOW,0.04871
strong-js__auth-0.1.5,LOW,0.04871
strong-js__cli-0.1.11,MEDIUM,0.13453
strong-js__common-0.0.4,LOW,0.04871
strong-js__data-0.1.7,LOW,0.04871
strong-type-1.1.0,LOW,0.04871
studiokit-caliper-js-1.0.27,LOW,0.0452
studyportals__datalake-event-tracker-7.7.2,LOW,0.03425
studyportals__microservice-injector-0.2.0,LOW,0.00194
style-it-2.1.4,MEDIUM,0.0506
style-sheet-4.0.4,MEDIUM,0.05726
style-to-js-1.1.21,LOW,0.01079
style9-0.18.2,LOW,0.01601
styled-normalize-8.1.1,LOW,0.01088
styled-selector-0.1.1,LOW,0.04871
styled-view-0.0.10,LOW,0.04871
stylegator-0.20.3,LOW,0.04871
styles-debugger-1.0.0,LOW,0.04871
subbly__api-client-0.6.20,MEDIUM,0.09281
suberra__suberra.js-0.7.9,LOW,0.02423
subprocess-middleware-0.2.0,LOW,0.0
substrate__dev-0.9.0,LOW,0.00012
substrate__txwrapper-registry-7.5.3,LOW,0.0
substreams__core-0.17.0,LOW,0.01505
substreams__manifest-0.16.0,LOW,2e-05
substreams__mermaid-0.8.1,LOW,0.00416
substreams__react-0.14.1,LOW,0.01352
sucrase-3.35.1,LOW,0.04537
sudoo__socket-3.5.1,LOW,0.00023
sugar-reactive-js-2.0.1,LOW,0.04871
suid__css-0.4.1,LOW,0.01352
suimi-js-css-1.5.1,LOW,0.0
sukeos-js-1.0.20,LOW,0.04871
sulu__web-2.4.1,MEDIUM,0.05479
sumks-d2d-1.1.5,LOW,0.02751
summerpro__amino-js-0.1.4,LOW,0.02797
sunny-js-2.3.5,LOW,0.00142
supabase__auth-js-2.84.0,LOW,0.01387
supabase__functions-js-2.84.0,LOW,0.03073
supabase__postgrest-js-2.84.0,LOW,0.03491
supabase__realtime-js-2.84.0,MEDIUM,0.07349
supabase__storage-js-2.84.0,MEDIUM,0.14371
supabase__supabase-js-2.84.0,LOW,0.04583
superblocksteam__sdk-1.14.4,MEDIUM,0.07841
superior-mq-1.0.1,LOW,0.01088
supermixer-1.0.5,LOW,0.04871
supertokens-web-js-0.16.0,LOW,0.00577
svclib-0.1.3,LOW,0.04871
svelte-awesome-3.3.5,LOW,0.04871
svelte-icon-2.1.1,LOW,0.01352
svelte-maplibre-gl-1.0.2,MEDIUM,0.04886
svelte-resizable-columns-1.0.14,LOW,0.04871
svelte-sequential-preprocessor-2.0.2,LOW,0.01088
svelte-streamdown-2.6.1,LOW,0.01085
swagger-typescript-6.9.3,LOW,0.01097
swagger-ui-5.30.2,LOW,0.03543
swagger-ui-dist-5.30.2,LOW,0.00989
swagger-ui-react-5.30.2,LOW,0.00968
swagger-vue-1.0.3,MEDIUM,0.06842
swarm-js-0.1.42,LOW,0.0
swc__plugin-emotion-13.1.0,LOW,0.04871
sweetalert2__eslint-config-1.2.1,LOW,0.01352
swell-js-5.2.0,LOW,1e-05
swimlane__swimlane-js-1.1.2,LOW,0.04633
swipe-js-iso-2.1.5,LOW,0.0466
swiperia-js-1.0.2,LOW,0.01352
swipesapp__core-1.0.26,LOW,1e-05
swishapp__sdk-0.73.0,MEDIUM,0.07617
swot-js-1.0.7,LOW,0.04871
swrs__skrw-js-2.0.2,MEDIUM,0.07582
swup__js-plugin-3.2.0,LOW,0.04871
sylvanas-0.6.1,LOW,0.04871
symbiosis-js-sdk-3.6.24,LOW,0.0
symbolic__lib-1.0.240,LOW,0.02939
synapse-react-client-3.4.56,LOW,0.04229
syncano__template-socket-vanilla-0.15.0,LOW,0.01352
syncfusion__ej2-angular-base-31.2.12,HIGH,0.93707
syncfusion__ej2-angular-buttons-31.2.12,LOW,0.01352
syncfusion__ej2-angular-circulargauge-31.2.12,LOW,0.04233
syncfusion__ej2-angular-dropdowns-31.2.12,LOW,0.04238
syncfusion__ej2-angular-filemanager-31.2.12,LOW,0.04233
syncfusion__ej2-angular-gantt-31.2.12,LOW,0.04241
syncfusion__ej2-angular-image-editor-31.2.12,LOW,0.01352
syncfusion__ej2-angular-interactive-chat-31.2.12,LOW,0.04233
syncfusion__ej2-angular-lineargauge-31.2.12,LOW,0.04233
syncfusion__ej2-angular-multicolumn-combobox-31.2.12,LOW,0.04233
syncfusion__ej2-angular-pdfviewer-31.2.14,LOW,0.04233
syncfusion__ej2-angular-progressbar-31.2.12,LOW,0.01352
syncfusion__ej2-angular-querybuilder-31.2.12,LOW,0.01352
syncfusion__ej2-angular-richtexteditor-31.2.12,LOW,0.04233
syncfusion__ej2-angular-splitbuttons-31.2.12,LOW,0.01352
syncfusion__ej2-angular-treegrid-31.2.12,LOW,0.04244
syncfusion__ej2-angular-treemap-31.2.12,LOW,0.04233
syncfusion__ej2-base-31.2.12,LOW,7e-05
syncfusion__ej2-buttons-31.2.12,LOW,0.02083
syncfusion__ej2-circulargauge-31.2.12,LOW,0.02085
syncfusion__ej2-compression-31.2.12,LOW,0.04233
syncfusion__ej2-data-31.2.12,LOW,0.04266
syncfusion__ej2-dropdowns-31.2.12,LOW,0.02083
syncfusion__ej2-file-utils-31.2.12,LOW,0.04018
syncfusion__ej2-filemanager-31.2.12,LOW,0.02184
syncfusion__ej2-gantt-31.2.12,LOW,0.00713
syncfusion__ej2-grid-chart-31.2.12,LOW,0.02083
syncfusion__ej2-icons-31.2.12,LOW,0.01352
syncfusion__ej2-image-editor-31.2.12,LOW,0.02237
syncfusion__ej2-inplace-editor-31.2.12,LOW,0.04233
syncfusion__ej2-inputs-31.2.12,LOW,0.01308
syncfusion__ej2-interactive-chat-31.2.12,LOW,0.02083
syncfusion__ej2-lineargauge-31.2.12,LOW,0.02088
syncfusion__ej2-locale-31.1.17,LOW,0.01352
syncfusion__ej2-multicolumn-combobox-31.2.12,LOW,0.04233
syncfusion__ej2-navigations-31.2.12,LOW,0.02083
syncfusion__ej2-notifications-31.2.12,LOW,0.04233
syncfusion__ej2-office-chart-31.2.12,LOW,0.04233
syncfusion__ej2-pdfviewer-31.2.14,LOW,0.0001
syncfusion__ej2-popups-31.2.12,LOW,0.02088
syncfusion__ej2-progressbar-31.2.12,LOW,0.04238
syncfusion__ej2-querybuilder-31.2.12,LOW,0.02083
syncfusion__ej2-react-base-31.2.12,LOW,0.04276
syncfusion__ej2-react-buttons-31.2.12,LOW,0.04233
syncfusion__ej2-react-circulargauge-31.2.12,LOW,0.01352
syncfusion__ej2-react-dropdowns-31.2.12,LOW,0.01352
syncfusion__ej2-react-filemanager-31.2.12,LOW,0.01352
syncfusion__ej2-react-gantt-31.2.12,LOW,0.01352
syncfusion__ej2-react-image-editor-31.2.12,LOW,0.02113
syncfusion__ej2-react-interactive-chat-31.2.12,LOW,0.02083
syncfusion__ej2-react-lineargauge-31.2.12,LOW,0.01352
syncfusion__ej2-react-multicolumn-combobox-31.2.12,LOW,0.04233
syncfusion__ej2-react-pdfviewer-31.2.14,LOW,0.01352
syncfusion__ej2-react-progressbar-31.2.12,LOW,0.01352
syncfusion__ej2-react-querybuilder-31.2.12,LOW,0.01352
syncfusion__ej2-react-ribbon-31.2.12,LOW,0.02083
syncfusion__ej2-react-richtexteditor-31.2.12,LOW,0.01352
syncfusion__ej2-react-splitbuttons-31.2.12,LOW,0.01352
syncfusion__ej2-react-treegrid-31.2.12,LOW,0.01352
syncfusion__ej2-react-treemap-31.2.12,LOW,0.01352
syncfusion__ej2-ribbon-31.2.12,LOW,0.02083
syncfusion__ej2-richtexteditor-31.2.12,LOW,0.0022
syncfusion__ej2-splitbuttons-31.2.12,LOW,0.04233
syncfusion__ej2-svg-base-31.2.12,LOW,0.04244
syncfusion__ej2-treegrid-31.2.12,LOW,0.02084
syncfusion__ej2-treemap-31.2.12,LOW,0.02245
syncfusion__ej2-vue-base-31.2.12,MEDIUM,0.14172
syncfusion__ej2-vue-circulargauge-31.2.12,LOW,0.04871
syncfusion__ej2-vue-dropdowns-31.2.12,MEDIUM,0.14172
syncfusion__ej2-vue-filemanager-31.2.12,LOW,0.04871
syncfusion__ej2-vue-gantt-31.2.12,MEDIUM,0.14172
syncfusion__ej2-vue-image-editor-31.2.12,LOW,0.04871
syncfusion__ej2-vue-pdfviewer-31.2.14,LOW,0.04871
syncfusion__ej2-vue-progressbar-31.2.12,LOW,0.04871
syncfusion__ej2-vue-querybuilder-31.2.12,LOW,0.04871
syncfusion__ej2-vue-richtexteditor-31.2.12,LOW,0.04871
syncfusion__ej2-vue-splitbuttons-31.2.12,LOW,0.04871
syncfusion__ej2-vue-treegrid-31.2.12,MEDIUM,0.14172
syncfusion__ej2-vue-treemap-31.2.12,LOW,0.04871
syngrisi__core-api-2.3.0,MEDIUM,0.04881
synthetix-js-2.102.0,HIGH,0.25097
synthetixio__synpress-4.1.1,LOW,0.04871
t-result-0.6.1,LOW,0.04871
t8__router-1.2.10,LOW,0.04032
tabbyjs-12.0.3,LOW,0.00747
tabit__bdd-utils-3.0.5,LOW,0.03674
tableau-api-js-2.9.1,LOW,0.01928
tact-js-2.0.4,MEDIUM,0.07674
tada-team__tdproto-ts-0.6.101,MEDIUM,0.14202
tag-soup-3.1.0,LOW,0.01159
tailwind.macro-0.5.10,LOW,0.01352
tandemchat__ion-sdk-js-0.4.1-beta.12,LOW,0.00029
tanstack__table-core-8.21.3,LOW,0.01039
tanstack__virtual-core-3.13.12,LOW,0.04871
tao-js-0.4.0,LOW,0.03565
tapd__tapd-open-js-sdk-3.30.0,MEDIUM,0.14159
taquito__michelson-encoder-23.0.3,MEDIUM,0.04914
taquito__utils-23.0.3,MEDIUM,0.04955
targetprocess__auth-client-7.0.0,LOW,0.0
targetprocess__customer-logs-client-0.10.2,LOW,9e-05
targetprocess__devops-service-client-1.30.5,LOW,4e-05
targetprocess__entity-synchronizer-client-0.28.1-ci.4,LOW,0.00039
targetprocess__layout-management-client-3.11.0,LOW,6e-05
targetprocess__tracing-service-client-2.0.2,LOW,0.0
tatumcom__js-1.5.11,LOW,0.00303
tatumio__tatum-4.2.58,LOW,0.00632
taxbit__js-0.0.5,MEDIUM,0.07745
tcl-js-2.9.0,MEDIUM,0.04922
td-js-sdk-4.4.0,MEDIUM,0.13947
teamscale__lib-instrument-1.0.0-beta.6,LOW,0.04721
teatag-0.0.1-alpha.10,LOW,0.04871
telarya-sdk-2025.1122.109,LOW,0.0
telegram-bot-js-2.5.5,LOW,0.0
