PACKAGE_NAME,RISK_LEVEL,PROB_MALICIOUS,PREINSTALL
mescius__wijmo.angular.base-5.20252.42,LOW,0.04286,
mescius__wijmo.angular.chart-5.20252.42,LOW,0.01372,
mescius__wijmo.angular.chart.analytics-5.20252.42,LOW,0.01352,
mescius__wijmo.angular.chart.animation-5.20252.42,LOW,0.01377,
mescius__wijmo.angular.chart.annotation-5.20252.42,LOW,0.01377,
mescius__wijmo.angular.chart.finance-5.20252.42,LOW,0.01372,
mescius__wijmo.angular.chart.finance.analytics-5.20252.42,LOW,0.03891,
mescius__wijmo.angular.chart.hierarchical-5.20252.42,LOW,0.01377,
mescius__wijmo.angular.chart.interaction-5.20252.42,LOW,0.01377,
mescius__wijmo.angular.chart.radar-5.20252.42,LOW,0.01372,
mescius__wijmo.angular.core-5.20252.42,LOW,0.01377,
mescius__wijmo.angular.gauge-5.20252.42,LOW,0.01369,
mescius__wijmo.angular.grid-5.20252.42,LOW,0.02551,
mescius__wijmo.angular.grid.detail-5.20252.42,LOW,0.01378,
mescius__wijmo.angular.grid.filter-5.20252.42,LOW,0.01377,
mescius__wijmo.angular.grid.grouppanel-5.20252.42,LOW,0.01377,
mescius__wijmo.angular.grid.multirow-5.20252.42,LOW,0.01377,
mescius__wijmo.angular.grid.sheet-5.20252.42,LOW,0.01377,
mescius__wijmo.angular.input-5.20252.42,LOW,0.04186,
mescius__wijmo.angular.nav-5.20252.42,LOW,0.01378,
mescius__wijmo.angular.olap-5.20252.42,LOW,0.01377,
mescius__wijmo.angular.viewer-5.20252.42,LOW,0.01377,
mescius__wijmo.angular2.all-5.20252.42,LOW,0.01385,
mescius__wijmo.angular2.barcode.common-5.20252.42,LOW,0.04354,
mescius__wijmo.angular2.barcode.composite-5.20252.42,LOW,0.04294,
mescius__wijmo.angular2.barcode.specialized-5.20252.42,LOW,0.04351,
mescius__wijmo.angular2.chart-5.20252.42,LOW,0.04293,
mescius__wijmo.angular2.chart.analytics-5.20252.42,LOW,0.04292,
mescius__wijmo.angular2.chart.animation-5.20252.42,LOW,0.01378,
mescius__wijmo.angular2.chart.annotation-5.20252.42,LOW,0.04292,
mescius__wijmo.angular2.chart.finance-5.20252.42,LOW,0.0138,
mescius__wijmo.angular2.chart.finance.analytics-5.20252.42,LOW,0.04296,
mescius__wijmo.angular2.chart.hierarchical-5.20252.42,LOW,0.0138,
mescius__wijmo.angular2.chart.interaction-5.20252.42,LOW,0.01379,
mescius__wijmo.angular2.chart.map-5.20252.42,LOW,0.01381,
mescius__wijmo.angular2.chart.radar-5.20252.42,LOW,0.01381,
mescius__wijmo.angular2.core-5.20252.42,LOW,0.01379,
mescius__wijmo.angular2.directivebase-5.20252.42,LOW,0.04315,
mescius__wijmo.angular2.gauge-5.20252.42,LOW,0.01381,
mescius__wijmo.angular2.grid-5.20252.42,LOW,0.04292,
mescius__wijmo.angular2.grid.detail-5.20252.42,LOW,0.01378,
mescius__wijmo.angular2.grid.filter-5.20252.42,LOW,0.01378,
mescius__wijmo.angular2.grid.grouppanel-5.20252.42,LOW,0.01378,
mescius__wijmo.angular2.grid.multirow-5.20252.42,LOW,0.0429,
mescius__wijmo.angular2.grid.search-5.20252.42,LOW,0.01378,
mescius__wijmo.angular2.grid.sheet-5.20252.42,LOW,0.01381,
mescius__wijmo.angular2.grid.transposed-5.20252.42,LOW,0.01381,
mescius__wijmo.angular2.grid.transposedmultirow-5.20252.42,LOW,0.01381,
mescius__wijmo.angular2.input-5.20252.42,LOW,0.04369,
mescius__wijmo.angular2.nav-5.20252.42,LOW,0.04288,
mescius__wijmo.angular2.olap-5.20252.42,LOW,0.0429,
mescius__wijmo.angular2.viewer-5.20252.42,LOW,0.0138,
mescius__wijmo.angular2legacy.all-5.20252.42,LOW,0.01385,
mescius__wijmo.angular2legacy.barcode.common-5.20252.42,LOW,0.04327,
mescius__wijmo.angular2legacy.barcode.composite-5.20252.42,LOW,0.04294,
mescius__wijmo.angular2legacy.barcode.specialized-5.20252.42,LOW,0.04324,
mescius__wijmo.angular2legacy.chart-5.20252.42,LOW,0.04292,
mescius__wijmo.angular2legacy.chart.analytics-5.20252.42,LOW,0.04291,
mescius__wijmo.angular2legacy.chart.animation-5.20252.42,LOW,0.01378,
mescius__wijmo.angular2legacy.chart.annotation-5.20252.42,LOW,0.04291,
mescius__wijmo.angular2legacy.chart.finance-5.20252.42,LOW,0.0138,
mescius__wijmo.angular2legacy.chart.finance.analytics-5.20252.42,LOW,0.04295,
mescius__wijmo.angular2legacy.chart.hierarchical-5.20252.42,LOW,0.0138,
mescius__wijmo.angular2legacy.chart.interaction-5.20252.42,LOW,0.01379,
mescius__wijmo.angular2legacy.chart.map-5.20252.42,LOW,0.04286,
mescius__wijmo.angular2legacy.chart.radar-5.20252.42,LOW,0.0138,
mescius__wijmo.angular2legacy.core-5.20252.42,LOW,0.01379,
mescius__wijmo.angular2legacy.directivebase-5.20252.42,LOW,0.04318,
mescius__wijmo.angular2legacy.gauge-5.20252.42,LOW,0.04285,
mescius__wijmo.angular2legacy.grid-5.20252.42,LOW,0.0429,
mescius__wijmo.angular2legacy.grid.detail-5.20252.42,LOW,0.01378,
mescius__wijmo.angular2legacy.grid.filter-5.20252.42,LOW,0.01378,
mescius__wijmo.angular2legacy.grid.grouppanel-5.20252.42,LOW,0.01378,
mescius__wijmo.angular2legacy.grid.multirow-5.20252.42,LOW,0.04289,
mescius__wijmo.angular2legacy.grid.search-5.20252.42,LOW,0.01378,
mescius__wijmo.angular2legacy.grid.sheet-5.20252.42,LOW,0.01381,
mescius__wijmo.angular2legacy.grid.transposed-5.20252.42,LOW,0.01381,
mescius__wijmo.angular2legacy.grid.transposedmultirow-5.20252.42,LOW,0.0138,
mescius__wijmo.angular2legacy.input-5.20252.42,LOW,0.04372,
mescius__wijmo.angular2legacy.nav-5.20252.42,LOW,0.04288,
mescius__wijmo.angular2legacy.olap-5.20252.42,LOW,0.04288,
mescius__wijmo.angular2legacy.viewer-5.20252.42,LOW,0.0138,
mescius__wijmo.barcode-5.20252.42,LOW,0.03969,
mescius__wijmo.barcode.common-5.20252.42,LOW,0.04279,
mescius__wijmo.barcode.composite-5.20252.42,LOW,0.01993,
mescius__wijmo.barcode.specialized-5.20252.42,LOW,0.02018,
mescius__wijmo.chart-5.20252.42,LOW,0.01302,
mescius__wijmo.chart.analytics-5.20252.42,LOW,0.04296,
mescius__wijmo.chart.animation-5.20252.42,LOW,0.04291,
mescius__wijmo.chart.annotation-5.20252.42,LOW,0.04287,
mescius__wijmo.chart.finance-5.20252.42,LOW,0.04292,
mescius__wijmo.chart.finance.analytics-5.20252.42,LOW,0.04293,
mescius__wijmo.chart.hierarchical-5.20252.42,LOW,0.04289,
mescius__wijmo.chart.interaction-5.20252.42,LOW,0.04293,
mescius__wijmo.chart.map-5.20252.42,LOW,0.03924,
mescius__wijmo.chart.radar-5.20252.42,LOW,0.04286,
mescius__wijmo.chart.render-5.20252.42,LOW,0.04281,
mescius__wijmo.chart.webgl-5.20252.42,LOW,0.04227,
mescius__wijmo.cloud-5.20252.42,MEDIUM,0.06854,
mescius__wijmo.cultures-5.20252.42,LOW,0.03949,
mescius__wijmo.gauge-5.20252.42,LOW,0.04243,
mescius__wijmo.grid-5.20252.42,LOW,0.02012,
mescius__wijmo.grid.cellmaker-5.20252.42,LOW,0.01374,
mescius__wijmo.grid.detail-5.20252.42,LOW,0.04282,
mescius__wijmo.grid.filter-5.20252.42,LOW,0.04297,
mescius__wijmo.grid.grouppanel-5.20252.42,LOW,0.04284,
mescius__wijmo.grid.immutable-5.20252.42,LOW,0.01371,
mescius__wijmo.grid.multirow-5.20252.42,LOW,0.04291,
mescius__wijmo.grid.pdf-5.20252.42,LOW,0.04297,
mescius__wijmo.grid.search-5.20252.42,LOW,0.01379,
mescius__wijmo.grid.selector-5.20252.42,LOW,0.04281,
mescius__wijmo.grid.sheet-5.20252.42,LOW,0.02011,
mescius__wijmo.grid.style-5.20252.42,LOW,0.01378,
mescius__wijmo.grid.transposed-5.20252.42,LOW,0.04284,
mescius__wijmo.grid.transposedmultirow-5.20252.42,LOW,0.04284,
mescius__wijmo.grid.xlsx-5.20252.42,LOW,0.04291,
mescius__wijmo.input-5.20252.42,LOW,0.02092,
mescius__wijmo.interop.grid-5.20252.42,LOW,0.04284,
mescius__wijmo.knockout.all-5.20252.42,LOW,0.01385,
mescius__wijmo.knockout.base-5.20252.42,LOW,0.04268,
mescius__wijmo.knockout.chart-5.20252.42,LOW,0.01378,
mescius__wijmo.knockout.chart.analytics-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.chart.animation-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.chart.annotation-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.chart.finance-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.chart.finance.analytics-5.20252.42,LOW,0.01379,
mescius__wijmo.knockout.chart.interaction-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.core-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.gauge-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.grid-5.20252.42,LOW,0.01373,
mescius__wijmo.knockout.grid.filter-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.grid.grouppanel-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.grid.multirow-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.grid.sheet-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.input-5.20252.42,LOW,0.04284,
mescius__wijmo.knockout.nav-5.20252.42,LOW,0.01377,
mescius__wijmo.knockout.olap-5.20252.42,LOW,0.01377,
mescius__wijmo.meta-5.20252.42,LOW,0.04331,
mescius__wijmo.nav-5.20252.42,LOW,0.04289,
mescius__wijmo.odata-5.20252.42,LOW,0.04526,
mescius__wijmo.olap-5.20252.42,LOW,0.01874,
mescius__wijmo.pdf-5.20252.42,LOW,0.01458,
mescius__wijmo.pdf.security-5.20252.42,LOW,0.04182,
mescius__wijmo.purejs.all-5.20252.42,LOW,0.01385,
mescius__wijmo.react.all-5.20252.42,LOW,0.01385,
mescius__wijmo.react.barcode.base-5.20252.42,LOW,0.01376,
mescius__wijmo.react.barcode.common-5.20252.42,LOW,0.0139,
mescius__wijmo.react.barcode.composite-5.20252.42,LOW,0.01379,
mescius__wijmo.react.barcode.specialized-5.20252.42,LOW,0.01389,
mescius__wijmo.react.base-5.20252.42,LOW,0.04282,
mescius__wijmo.react.chart-5.20252.42,LOW,0.01379,
mescius__wijmo.react.chart.analytics-5.20252.42,LOW,0.01379,
mescius__wijmo.react.chart.animation-5.20252.42,LOW,0.01377,
mescius__wijmo.react.chart.annotation-5.20252.42,LOW,0.01379,
mescius__wijmo.react.chart.finance-5.20252.42,LOW,0.01377,
mescius__wijmo.react.chart.finance.analytics-5.20252.42,LOW,0.0138,
mescius__wijmo.react.chart.hierarchical-5.20252.42,LOW,0.01377,
mescius__wijmo.react.chart.interaction-5.20252.42,LOW,0.01377,
mescius__wijmo.react.chart.map-5.20252.42,LOW,0.01378,
mescius__wijmo.react.chart.radar-5.20252.42,LOW,0.01377,
mescius__wijmo.react.gauge-5.20252.42,LOW,0.01378,
mescius__wijmo.react.grid-5.20252.42,LOW,0.04283,
mescius__wijmo.react.grid.detail-5.20252.42,LOW,0.01377,
mescius__wijmo.react.grid.filter-5.20252.42,LOW,0.01377,
mescius__wijmo.react.grid.grouppanel-5.20252.42,LOW,0.01377,
mescius__wijmo.react.grid.immutable-5.20252.42,LOW,0.01367,
mescius__wijmo.react.grid.multirow-5.20252.42,LOW,0.01378,
mescius__wijmo.react.grid.search-5.20252.42,LOW,0.01377,
mescius__wijmo.react.grid.sheet-5.20252.42,LOW,0.01377,
mescius__wijmo.react.grid.transposed-5.20252.42,LOW,0.01377,
mescius__wijmo.react.grid.transposedmultirow-5.20252.42,LOW,0.01377,
mescius__wijmo.react.input-5.20252.42,LOW,0.04288,
mescius__wijmo.react.nav-5.20252.42,LOW,0.01378,
mescius__wijmo.react.olap-5.20252.42,LOW,0.01377,
mescius__wijmo.react.viewer-5.20252.42,LOW,0.01377,
mescius__wijmo.rest-5.20252.42,LOW,0.04278,
mescius__wijmo.styles-5.20252.42,LOW,0.01385,
mescius__wijmo.touch-5.20252.42,LOW,0.0137,
mescius__wijmo.undo-5.20252.42,LOW,0.04288,
mescius__wijmo.viewer-5.20252.42,LOW,0.01989,
mescius__wijmo.vue2.all-5.20252.42,LOW,0.01385,
mescius__wijmo.vue2.barcode.common-5.20252.42,LOW,0.0139,
mescius__wijmo.vue2.barcode.composite-5.20252.42,LOW,0.0428,
mescius__wijmo.vue2.barcode.specialized-5.20252.42,LOW,0.01389,
mescius__wijmo.vue2.base-5.20252.42,LOW,0.01378,
mescius__wijmo.vue2.chart-5.20252.42,LOW,0.04281,
mescius__wijmo.vue2.chart.analytics-5.20252.42,LOW,0.0428,
mescius__wijmo.vue2.chart.animation-5.20252.42,LOW,0.01377,
mescius__wijmo.vue2.chart.annotation-5.20252.42,LOW,0.0428,
mescius__wijmo.vue2.chart.finance-5.20252.42,LOW,0.01377,
mescius__wijmo.vue2.chart.finance.analytics-5.20252.42,LOW,0.04283,
mescius__wijmo.vue2.chart.hierarchical-5.20252.42,LOW,0.01377,
mescius__wijmo.vue2.chart.interaction-5.20252.42,LOW,0.01377,
mescius__wijmo.vue2.chart.map-5.20252.42,LOW,0.01378,
mescius__wijmo.vue2.chart.radar-5.20252.42,LOW,0.01378,
mescius__wijmo.vue2.core-5.20252.42,LOW,0.01377,
mescius__wijmo.vue2.gauge-5.20252.42,LOW,0.01378,
mescius__wijmo.vue2.grid-5.20252.42,LOW,0.04282,
mescius__wijmo.vue2.grid.detail-5.20252.42,LOW,0.01377,
mescius__wijmo.vue2.grid.filter-5.20252.42,LOW,0.01377,
mescius__wijmo.vue2.grid.grouppanel-5.20252.42,LOW,0.01377,
mescius__wijmo.vue2.grid.multirow-5.20252.42,LOW,0.01379,
mescius__wijmo.vue2.grid.search-5.20252.42,LOW,0.01377,
mescius__wijmo.vue2.grid.sheet-5.20252.42,LOW,0.01378,
mescius__wijmo.vue2.grid.transposed-5.20252.42,LOW,0.01378,
mescius__wijmo.vue2.grid.transposedmultirow-5.20252.42,LOW,0.01377,
mescius__wijmo.vue2.input-5.20252.42,LOW,0.0429,
mescius__wijmo.vue2.nav-5.20252.42,LOW,0.01378,
mescius__wijmo.vue2.olap-5.20252.42,LOW,0.01378,
mescius__wijmo.vue2.viewer-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.all-5.20252.42,LOW,0.01385,
mescius__wijmo.webcomponents.barcode.common-5.20252.42,LOW,0.0428,
mescius__wijmo.webcomponents.barcode.composite-5.20252.42,LOW,0.0428,
mescius__wijmo.webcomponents.barcode.specialized-5.20252.42,LOW,0.01379,
mescius__wijmo.webcomponents.base-5.20252.42,LOW,0.01378,
mescius__wijmo.webcomponents.chart-5.20252.42,LOW,0.04279,
mescius__wijmo.webcomponents.chart.analytics-5.20252.42,LOW,0.01379,
mescius__wijmo.webcomponents.chart.animation-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.chart.finance-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.chart.finance.analytics-5.20252.42,LOW,0.04281,
mescius__wijmo.webcomponents.chart.hierarchical-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.chart.interaction-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.chart.map-5.20252.42,LOW,0.01378,
mescius__wijmo.webcomponents.chart.radar-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.gauge-5.20252.42,LOW,0.01378,
mescius__wijmo.webcomponents.grid-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.grid.filter-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.grid.grouppanel-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.grid.multirow-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.grid.search-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.grid.sheet-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.grid.transposed-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.grid.transposedmultirow-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.input-5.20252.42,LOW,0.04284,
mescius__wijmo.webcomponents.nav-5.20252.42,LOW,0.01377,
mescius__wijmo.webcomponents.olap-5.20252.42,LOW,0.01378,
mescius__wijmo.webcomponents.viewer-5.20252.42,LOW,0.01378,
mescius__wijmo.xlsx-5.20252.42,LOW,0.0137,
mescroll.js-1.4.2,MEDIUM,0.14438,
meshconnect__web-link-sdk-3.3.4,LOW,0.0,
meshsdk__core-cst-1.9.0-beta.87,LOW,0.04996,
metadigiee-api-5.3.7-RC1,LOW,0.00048,
metalblockchain__metaljs-3.16.13,LOW,0.0,
metamask__browser-passworder-6.0.0,LOW,0.0,
metamask__ethjs-0.6.0,LOW,0.01869,
metamask__ethjs-util-0.4.0,LOW,0.03843,
metaplex-foundation__umi-1.4.1,LOW,0.05082,
metaplex-foundation__umi-eddsa-web3js-1.4.1,LOW,0.05077,
metaplex-foundation__umi-rpc-web3js-1.4.1,LOW,0.04058,
metaplex-foundation__umi-transaction-factory-web3js-1.4.1,LOW,0.05077,
metaplex-foundation__umi-web3js-adapters-1.4.1,LOW,0.05077,
metaplex-solarti__js-0.17.3-rc.17,MEDIUM,0.05329,
metismenujs-1.4.0,LOW,0.02677,
metric-lcs-1.0.3,LOW,2e-05,
metro-symbolicate-0.83.3,LOW,0.05077,
metrological__sdk-1.0.2,LOW,0.02558,
mf-js-form-2.0.1,MEDIUM,0.14602,
mfdoc-js-sdk-base-0.3.2,LOW,0.05077,
micoach__js-sdk-0.5.2,LOW,0.0001,
micro-bmark-0.4.2,LOW,0.04965,
micro-signals-2.4.0,LOW,0.05077,
microbejs-0.5.2,MEDIUM,0.14119,
microbundle-0.15.1,LOW,0.01146,
microbundle-crl-0.13.11,LOW,0.01246,
microcms-ts-sdk-1.2.0,LOW,0.05077,
micromark-extension-mdx-expression-3.0.1,LOW,0.05077,
micromark-extension-mdxjs-esm-3.0.0,LOW,0.04074,
microsoft__1ds-core-js-4.3.10,MEDIUM,0.16467,
microsoft__1ds-post-js-4.3.10,MEDIUM,0.15169,
microsoft__applicationinsights-core-js-3.3.10,MEDIUM,0.08233,
microsoft__dynamicproto-js-2.0.3,MEDIUM,0.0518,
midgar__midgar-1.0.0-aplha.3.11,LOW,0.05077,
midtrans-client-1.4.3,LOW,0.0,
mightyplow__jslib-0.21.1,LOW,0.01385,
mike-north__js-lib-renovate-config-1.3.1,LOW,0.05077,
mike-north__js-lib-semantic-release-config-1.0.1,LOW,0.05077,
mikro-orm-js-joda-1.1.5,LOW,0.05077,
milaboratories__pl-client-2.16.8,LOW,0.0,
minchat__js-4.2.0,LOW,0.0,
mindkit-js-0.0.3,MEDIUM,0.14607,
mineflayer-pathfinder-2.4.5,MEDIUM,0.05113,
minht11__solid-virtual-container-0.2.1,LOW,0.05077,
minify-14.1.0,LOW,0.05077,
minify-all-js-0.1.9,LOW,0.05077,
minify-css-js-1.1.5,LOW,0.05077,
minify-fast-0.11.1,LOW,0.01184,
minify-html__node-0.18.1,LOW,0.00073,
minify-html__wasm-0.18.1,LOW,0.01385,
minify-stream-2.1.0,LOW,0.0,
minimal-js-0.2.1,LOW,0.00019,
minimalistic-crypto-utils-1.0.1,LOW,0.05077,
miniprogram-automator-0.12.1,LOW,0.05077,
miniprogram-sm-crypto-0.3.13,LOW,0.05074,
mintbase-js__auth-0.6.6,LOW,0.0,
mintbase-js__data-0.6.6,LOW,0.05064,
mintbase-js__react-0.6.6,LOW,1e-05,
mintbase-js__rpc-0.6.6,LOW,0.01767,
mintbase-js__sdk-0.6.6,LOW,0.03653,
mintbase-js__storage-0.6.6,LOW,0.00048,
minter-js-sdk-0.46.2,LOW,0.02125,
miragejs__graphql-0.2.0-beta.5,MEDIUM,0.13367,
missing-native-js-functions-2.0.0,LOW,6e-05,
mistjs__vite-plugin-preload-0.0.1,MEDIUM,0.05107,
mistral-tokenizer-js-1.0.0,MEDIUM,0.06483,
mistral-ts-0.5.4,LOW,0.0508,
mitodl__course-search-utils-3.5.0,LOW,0.04637,
mitranim__js-0.1.85,LOW,0.0,
mixpanel-common-1.129.0,LOW,0.0,
mixpanel-jql-js-0.0.2,LOW,0.0,
mizchi__sucrase-4.1.0,MEDIUM,0.05211,
mjstl-1.6.55,MEDIUM,0.14602,
mm-jsr-3.0.2,MEDIUM,0.08762,
mnemotix__synaptix.js-4.17.0,LOW,0.00322,
mnfy-4.2.0,LOW,0.05077,
mobx-log-2.2.3,LOW,0.01248,
mocha-standard-1.0.0,LOW,0.05077,
modal-vanilla-0.13.0,MEDIUM,0.11545,
moddle-7.2.0,LOW,0.00704,
modelslab-1.3.0,LOW,0.00164,
modern-js__builder-plugin-image-compress-2.46.1,LOW,0.0508,
modern-js__doc-tools-doc-2.32.1,MEDIUM,0.05104,
modern-js__remark-container-2.32.1,LOW,0.05077,
modern-js__swc-plugins-0.6.11,LOW,0.0015,
modern-js__swc-plugins-darwin-arm64-0.6.11,LOW,0.01385,
modern-js__swc-plugins-linux-x64-gnu-0.6.11,LOW,0.01385,
modern-js__swc-plugins-linux-x64-musl-0.6.11,LOW,0.01385,
modern-js__swc-plugins-win32-x64-msvc-0.6.11,LOW,0.01385,
modernman00__shared-js-lib-1.2.49,LOW,0.05062,
modular-ujs-2.1.1,MEDIUM,0.06444,
module-replacements-2.10.1,LOW,0.01244,
modyfi__vite-plugin-yaml-1.1.1,LOW,1e-05,
moebius__joda-helpers-0.4.1,LOW,0.05077,
moex-api-1.1.1,LOW,0.00457,
mojito-rb-gen-0.0.1,LOW,0.05077,
mojoauth-web-sdk-1.17.19,MEDIUM,0.07041,
mol_dump_lib-0.0.893,LOW,0.01514,
molgenis__rsql-0.2.5,LOW,0.05077,
moment-precise-range-0.2.0,LOW,0.05077,
moment-transit-1.0.0,LOW,0.05077,
momentic__js-0.0.1-alpha.6,LOW,0.03157,
momoko__babel-preset-js-1.0.0,LOW,0.01385,
monaco-editor-ex-1.5.3,LOW,1e-05,
monapt-2.1.0,LOW,0.05077,
monday-sdk-js-0.5.6,MEDIUM,0.07384,
moneko__convert-1.1.4,LOW,0.05077,
moneko__solid-2.0.3,LOW,0.05077,
moneko__solid-js-1.2.0,LOW,0.05077,
moneydevkit__lightning-js-android-arm64-0.1.52,LOW,0.01385,
moneydevkit__lightning-js-darwin-arm64-0.1.52,LOW,0.01385,
moneydevkit__lightning-js-darwin-x64-0.1.52,LOW,0.01385,
moneydevkit__lightning-js-linux-arm64-gnu-0.1.52,LOW,0.01385,
moneydevkit__lightning-js-linux-arm64-musl-0.1.52,LOW,0.01385,
moneydevkit__lightning-js-linux-x64-gnu-0.1.52,LOW,0.01385,
moneydevkit__lightning-js-linux-x64-musl-0.1.52,LOW,0.01385,
moneydevkit__lightning-js-win32-arm64-msvc-0.1.52,LOW,0.01385,
moneydevkit__lightning-js-win32-ia32-msvc-0.1.52,LOW,0.01385,
moneydevkit__lightning-js-win32-x64-msvc-0.1.52,LOW,0.01385,
moneysafe-2.2.4,LOW,0.05077,
moneyspace.net__moneyspace-node-js-sdk-1.0.12,MEDIUM,0.0537,
mongez__mongodb-1.0.72,LOW,0.05077,
mongez__react-atom-5.1.0,LOW,0.01385,
mongodb-js-cli-0.0.3,LOW,0.05077,
mongodb-js__mdb-experiment-js-1.9.0,LOW,0.04111,
mongodb-js__mongodb-redux-common-2.0.19,LOW,0.05077,
mongodb-js__saslprep-1.3.2,MEDIUM,0.05603,
mongodb-js__zstd-7.0.0,LOW,0.04754,
mongoose-geojson-schema-3.1.1,LOW,0.04784,
mongosh__js-multiline-to-singleline-2.4.10,LOW,0.05077,
monocart-formatter-3.0.1,LOW,0.00247,
monoflux-1.8.0,LOW,0.05077,
monogrid__gainmap-js-3.2.0,LOW,0.04735,
monterosa__sdk-connect-kit-0.18.4,LOW,0.04382,
monterosa__sdk-core-0.18.4,LOW,0.02016,
monterosa__sdk-enmasse-kit-0.18.4,MEDIUM,0.13883,
monterosa__sdk-identify-kit-0.18.4,LOW,0.04615,
monterosa__sdk-interact-kit-0.18.4,LOW,0.03403,
monterosa__sdk-launcher-kit-0.18.4,LOW,0.03619,
monterosa__sdk-util-0.18.4,LOW,0.00451,
montonio__montonio-js-1.1.1,MEDIUM,0.17871,
monzo__flow-to-ts-0.5.4,LOW,0.0,
moohng__dan-2.1.1,LOW,0.0,
moonbeam-network__types-bundle-1.0.2,LOW,0.05077,
moonbeam-types-bundle-2.0.10,LOW,0.05077,
morev__helpers-1.19.2,LOW,0.01245,
morpho-labs__ethers-utils-1.2.0,LOW,0.01244,
morpho-labs__morpho-ethers-contract-1.20.1,LOW,0.01271,
motork__js-utils-3.0.0,LOW,0.00987,
mouseover__js-utils-0.0.9,LOW,0.02162,
moxi-miniapp-js-1.10.35,LOW,0.04813,
mpetro__paysdk-4.2.27,LOW,0.01721,
mtproto__core-6.3.0,LOW,0.05077,
mui-tel-input-9.0.1,LOW,0.0389,
mult-0.0.16,LOW,0.05077,
multi-column-sort-2.2.1,LOW,0.05077,
multimath-2.0.0,LOW,0.04959,
multiple-select-js-1.2.6,LOW,0.05077,
munkres-js-1.2.2,MEDIUM,0.1459,
murmur-hash-js-1.0.0,LOW,0.00086,
murmurhash-js-1.0.0,LOW,0.0,
mvneerven__xo-js-2.0.10,LOW,0.0,
mxcad-app-1.0.37,HIGH,0.9418,
mxenabled__cssinjs-0.6.0,LOW,0.05077,
mxgraph-js-1.0.1,MEDIUM,0.14382,
myio-js-library-0.1.124,LOW,0.00268,
mymonero__mymonero-monero-client-3.0.3,LOW,0.0243,
myrmidon-1.10.0,LOW,0.01246,
mysql2-3.15.3,MEDIUM,0.11026,
mythical-player-1.2.5,MEDIUM,0.1347,
n1ru4l__react-time-ago-1.1.0,LOW,0.05077,
n8n-nodes-pinterest-js-client-1.0.23,HIGH,0.83089,
naan-1.3.11,LOW,0.04267,
namey-mcnameface-1.0.3,LOW,0.05077,
namtoonix__editorjs-custom-multiple-selected-2.3.8,MEDIUM,0.13905,
nano-css-5.6.2,LOW,0.0,
nano-style-1.0.0,LOW,0.00114,
nanobar-0.4.2,LOW,0.04799,
nascentdigital__lattice-1.3.2,LOW,0.01228,
native-copyfiles-1.3.7,LOW,0.01385,
native-sound-mixer-3.4.6-win,LOW,0.05077,
nativescript__schematics-executor-0.0.2,HIGH,0.23971,
naturacosmeticos__eslint-config-natds-0.6.0,LOW,0.0,
navmesh-2.3.1,MEDIUM,0.1298,
nb-js-client-1.0.16,LOW,0.00574,
ncalayer-js-client-1.5.6,MEDIUM,0.05709,
ndjson-readablestream-1.4.0,LOW,0.05077,
near-js__client-2.5.1,LOW,0.00123,
near-js__types-2.5.1,LOW,0.05077,
near-js__utils-2.5.1,LOW,0.02206,
nebula-js-lib-0.3.3,LOW,0.04424,
nejcm__js-library-boilerplate-1.2.4,LOW,0.05077,
nekos.life-3.0.0,LOW,0.0,
nem2-library-0.10.2,LOW,0.00182,
nemme__js-sdk-0.4.0,MEDIUM,0.20933,
neodrag__vanilla-2.3.1,LOW,0.05025,
nerimity__nerimity.js-1.14.1,LOW,0.0313,
nerve-sdk-js-1.0.48,LOW,0.0,
nesjs__core-2.2.11,MEDIUM,0.14602,
nesjs__native-2.2.11,MEDIUM,0.14602,
nesjs__react-2.2.11,LOW,0.01241,
nesjs__vue3-2.2.11,LOW,0.00408,
nest-cloudflare-turnstile-0.0.14,LOW,0.01246,
nest-mods__log-10.0.0,LOW,0.01244,
